ind,year,month,sst,logmld,sss,pCO2_clim,final_miniindex,xlon,ylat,geometry,
6668,1998,1,-0.239999995,1.955203769,33.91927338,310.1725,9,187.5,-71.5,c(187.5, -71.5)
6669,1998,1,-0.149999997,1.96846669,33.93424892,305.22925,9,188.5,-71.5,c(188.5, -71.5)
6670,1998,1,-0.199999996,1.968588486,33.95165253,300.286,9,189.5,-71.5,c(189.5, -71.5)
6671,1998,1,-0.249999994,1.98000575,33.95806026,295.34275,9,190.5,-71.5,c(190.5, -71.5)
6672,1998,1,-0.299999993,1.981835844,33.96008301,290.3995,5,191.5,-71.5,c(191.5, -71.5)
6673,1998,1,-0.309999993,1.980736595,33.94038105,285.45625,5,192.5,-71.5,c(192.5, -71.5)
6674,1998,1,-0.329999993,1.998993678,33.91702557,301.69225,9,193.5,-71.5,c(193.5, -71.5)
6675,1998,1,-0.329999993,2.048104002,33.91768646,317.92825,6,194.5,-71.5,c(194.5, -71.5)
6676,1998,1,-0.319999993,2.086042583,33.93560028,334.16425,6,195.5,-71.5,c(195.5, -71.5)
6677,1998,1,-0.42999999,2.133270535,33.9603014,350.40025,10,196.5,-71.5,c(196.5, -71.5)
6678,1998,1,-0.43999999,2.191500895,33.98966599,366.63625,3,197.5,-71.5,c(197.5, -71.5)
6679,1998,1,-0.469999989,2.21152812,33.99243069,363.22375,10,198.5,-71.5,c(198.5, -71.5)
6680,1998,1,-0.589999987,2.199379664,34.00888062,359.81125,10,199.5,-71.5,c(199.5, -71.5)
6681,1998,1,-0.89999998,2.179161173,34.00296593,356.39875,10,200.5,-71.5,c(200.5, -71.5)
6682,1998,1,-1.049999977,2.120753767,33.9608593,352.98625,10,201.5,-71.5,c(201.5, -71.5)
